ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Age,Total_Expenses,Total_Purchases,Total_accepted_campaign,Total_kids_home
3427,1955,PhD,Couple,59821.0,0,1,2013-04-12,11,629,0,70,0,0,35,6,11,2,7,8,0,0,0,0,0,0,3,11,0,67,734,26,0,1
5209,1954,Graduation,Divorced,50002.0,0,1,2013-06-17,21,443,5,71,21,16,82,2,8,2,7,7,0,0,0,0,0,0,3,11,0,68,638,19,0,1
10711,1945,Graduation,Couple,69755.0,0,0,2013-10-02,23,217,77,373,111,23,93,1,3,6,12,1,0,0,0,0,0,0,3,11,0,77,894,22,0,0
10785,1969,Graduation,Couple,44078.0,1,1,2014-06-19,17,24,1,10,2,0,4,2,2,0,3,5,0,0,0,0,0,0,3,11,0,53,41,7,0,2
2814,1976,Master,Couple,30560.0,1,0,2013-06-27,6,9,1,5,4,5,7,1,1,0,3,7,0,0,0,0,0,0,3,11,0,46,31,5,0,1
6866,1969,Master,Couple,35924.0,1,1,2014-03-23,56,8,0,14,2,3,7,1,1,0,3,5,0,0,0,0,0,0,3,11,0,53,34,5,0,2
1665,1964,PhD,Divorced,64140.0,0,2,2013-09-23,71,1459,0,61,0,15,215,5,2,5,6,5,1,0,1,0,1,0,3,11,1,58,1750,18,4,2
6575,1981,Graduation,Couple,56386.0,1,1,2012-10-27,51,230,48,214,13,32,75,8,9,1,7,9,0,0,0,0,0,0,3,11,0,41,612,25,0,2
3829,1979,Basic,Couple,24594.0,1,0,2013-12-10,94,1,3,6,10,0,9,1,1,0,3,5,0,0,0,0,0,0,3,11,0,43,29,5,0,1
3091,1981,2n Cycle,Couple,75774.0,1,0,2014-05-02,27,340,21,134,258,14,56,1,7,5,8,4,0,0,0,0,0,0,3,11,0,41,823,21,0,1
10141,1960,Master,Divorced,39228.0,0,0,2013-05-10,1,7,1,6,0,3,3,1,0,0,3,4,0,0,0,0,0,0,3,11,0,62,20,4,0,0
5177,1974,Master,Couple,58494.0,0,1,2013-12-12,56,298,7,68,4,0,19,2,6,2,6,6,0,0,0,0,0,0,3,11,0,48,396,16,0,1
7005,1981,Graduation,Single,58684.0,0,0,2014-06-16,71,479,35,179,28,7,85,1,5,3,12,2,0,1,0,0,0,0,3,11,0,41,813,21,1,0
6409,1967,Graduation,Divorced,57136.0,0,0,2013-05-18,18,267,140,599,34,12,127,1,7,5,7,6,0,0,0,0,0,0,3,11,1,55,1179,20,1,0
7485,1950,PhD,Widow,56551.0,1,1,2014-05-07,48,67,4,32,17,2,16,3,2,1,4,4,0,0,0,0,0,0,3,11,0,72,138,10,0,2
8079,1982,Graduation,Couple,22448.0,1,0,2014-02-26,86,3,1,8,23,2,18,3,2,1,3,3,0,0,0,0,0,0,3,11,0,40,55,9,0,1
8395,1961,Graduation,Single,82014.0,0,0,2012-08-20,48,980,37,265,35,163,31,1,3,6,12,6,0,0,0,0,0,0,3,11,1,61,1511,22,1,0
10352,1963,Graduation,Widow,34213.0,1,1,2012-09-07,2,50,4,28,6,3,26,3,3,1,2,9,0,0,0,0,0,0,3,11,1,59,117,9,1,2
4931,1977,Graduation,Couple,157146.0,0,0,2013-04-29,13,1,0,1725,2,1,1,0,0,28,0,1,0,0,0,0,0,0,3,11,0,45,1730,28,0,0
13,1947,PhD,Widow,25358.0,0,1,2013-07-22,57,19,0,5,0,0,8,2,1,0,3,6,0,0,0,0,0,0,3,11,0,75,32,6,0,1
1834,1978,Master,Single,35544.0,1,0,2014-03-08,77,30,5,23,4,1,4,1,2,0,3,7,0,0,0,0,0,0,3,11,0,44,67,6,0,1
2285,1954,Master,Couple,36634.0,0,1,2013-05-28,0,213,9,76,4,3,30,3,5,2,5,7,0,0,0,0,0,0,3,11,0,68,335,15,0,1
2295,1954,PhD,Couple,62670.0,0,1,2014-02-02,57,539,30,92,80,46,38,1,5,3,13,3,0,0,0,0,0,0,3,11,0,68,825,22,0,1
1378,1972,2n Cycle,Couple,50334.0,0,1,2013-07-24,24,284,16,160,84,16,134,6,7,4,6,6,0,0,0,0,0,0,3,11,0,50,694,23,0,1
2781,1981,Graduation,Single,72066.0,0,0,2014-06-23,55,1003,34,536,134,51,34,1,4,6,6,2,0,0,1,1,0,0,3,11,1,41,1792,17,3,0
1165,1958,PhD,Single,50729.0,1,1,2013-05-02,62,239,13,143,45,4,52,9,6,2,7,6,0,0,0,0,0,0,3,11,0,64,496,24,0,2
1404,1968,Graduation,Couple,34916.0,2,0,2013-05-15,89,51,23,82,33,0,42,4,5,1,3,9,0,0,0,0,0,0,3,11,0,54,231,13,0,2
6457,1976,Graduation,Divorced,64892.0,0,1,2014-05-29,77,527,24,230,32,24,65,2,6,4,12,4,0,0,0,0,0,0,3,11,0,46,902,24,0,1
2639,1966,Graduation,Single,43602.0,1,1,2014-01-10,45,19,5,12,10,3,19,3,3,1,2,6,0,0,0,0,0,0,3,11,0,56,68,9,0,2
8299,1989,PhD,Single,33996.0,0,0,2013-09-11,46,40,2,15,8,0,6,1,1,1,3,4,0,0,0,0,0,0,3,11,0,33,71,6,0,0
6437,1985,2n Cycle,Single,41473.0,1,0,2013-06-19,80,21,8,20,15,3,9,1,2,0,3,7,0,0,0,0,0,0,3,11,0,37,76,6,0,1
6912,1967,PhD,Couple,63246.0,0,2,2013-08-20,60,593,30,91,29,22,7,1,6,3,12,4,0,0,0,0,0,0,3,11,0,55,772,22,0,2
7327,1959,PhD,Couple,36732.0,1,1,2013-12-29,71,21,5,3,10,1,7,3,1,1,4,2,0,0,0,0,0,0,3,11,0,63,47,9,0,2
5299,1970,PhD,Couple,69084.0,1,0,2013-11-19,43,1181,107,199,39,30,30,2,7,3,13,8,0,0,0,0,0,0,3,11,0,52,1586,25,0,1
4127,1967,PhD,Couple,77766.0,0,1,2013-02-22,97,1004,59,265,115,59,27,2,11,10,11,6,1,0,0,0,0,0,3,11,1,55,1529,34,2,1
8143,1985,PhD,Single,37929.0,0,0,2013-07-30,49,202,2,46,3,2,10,2,4,2,5,7,0,1,0,1,0,0,3,11,1,37,265,13,3,0
1964,1951,Graduation,Couple,86610.0,0,0,2013-09-05,66,446,107,768,33,196,53,1,5,6,6,2,0,0,0,0,0,0,3,11,0,71,1603,18,0,0
3690,1986,Master,Couple,80141.0,0,0,2013-01-11,20,1184,102,673,52,40,40,1,7,4,10,6,0,0,1,0,0,0,3,11,1,36,2091,22,2,0
3433,1955,2n Cycle,Couple,72635.0,0,0,2013-06-03,54,390,22,323,104,35,107,1,6,8,6,3,0,0,0,1,0,0,3,11,0,67,981,21,1,0
3389,1970,Graduation,Couple,69016.0,0,1,2012-11-22,61,726,53,363,123,107,161,4,8,9,13,5,0,0,0,0,0,0,3,11,0,52,1533,34,0,1
4712,1991,2n Cycle,Couple,20193.0,0,0,2012-11-28,18,8,8,22,24,11,9,1,1,1,4,4,0,0,0,0,0,0,3,11,0,31,82,7,0,0
1170,1975,Graduation,Couple,27573.0,1,0,2013-03-25,45,50,15,110,39,15,15,4,5,1,4,8,0,0,0,0,0,0,3,11,0,47,244,14,0,1
6347,1979,Basic,Single,15862.0,1,0,2013-06-27,26,1,1,4,11,9,10,1,1,0,3,8,0,0,0,0,0,0,3,11,0,43,36,5,0,1
4065,1976,PhD,Couple,49544.0,1,0,2013-02-12,0,308,0,73,0,0,23,2,5,1,8,7,0,0,0,0,0,0,3,11,0,46,404,16,0,1
8230,1980,Graduation,Couple,33228.0,1,0,2014-01-23,28,22,2,31,7,4,5,1,2,0,3,7,0,0,0,0,0,0,3,11,0,42,71,6,0,1
1215,1978,Graduation,Couple,70440.0,0,0,2013-10-08,49,690,117,499,76,102,88,1,5,10,7,3,0,0,0,1,0,0,3,11,0,44,1572,23,1,0
5939,1971,Graduation,Couple,38232.0,1,1,2014-01-17,84,43,5,28,7,6,33,4,3,1,3,5,0,0,0,0,0,0,3,11,0,51,122,11,0,2
2156,1955,PhD,Couple,22554.0,1,1,2012-11-03,38,27,0,10,0,0,4,4,2,0,4,5,0,0,0,0,0,0,3,11,0,67,41,10,0,2
7788,1983,PhD,Couple,23536.0,1,0,2014-06-04,53,6,0,3,0,0,1,1,0,0,3,3,0,0,0,0,0,0,3,11,0,39,10,4,0,1
10323,1952,Graduation,Couple,49413.0,0,1,2013-10-25,88,205,7,41,3,2,46,2,4,2,5,5,0,0,0,0,0,0,3,11,0,70,304,13,0,1
7947,1969,Graduation,Couple,42231.0,1,1,2014-03-25,99,24,0,8,0,1,4,1,1,0,3,5,0,0,0,0,0,0,3,11,0,53,37,5,0,2
1891,1980,Master,Divorced,78789.0,0,0,2012-08-08,12,667,50,850,21,83,83,1,4,6,5,2,0,0,0,0,0,0,3,11,1,42,1754,16,1,0
2570,1968,Graduation,Couple,56534.0,0,1,2013-07-23,35,691,7,61,10,0,46,4,10,4,7,8,0,1,0,0,1,0,3,11,1,54,815,25,3,1
9256,1971,Graduation,Single,58350.0,0,1,2013-01-04,5,493,26,206,116,80,80,4,8,3,12,6,0,0,0,0,0,0,3,11,0,51,1001,27,0,1
295,1989,Graduation,Single,81217.0,0,0,2013-07-19,77,493,70,324,146,40,84,1,3,7,11,1,0,0,0,0,0,0,3,11,0,33,1157,22,0,0
7397,1951,Graduation,Single,49090.0,0,1,2013-07-19,45,494,5,82,7,0,100,3,7,2,9,7,0,0,0,0,0,0,3,11,0,71,688,21,0,1
6349,1987,Master,Divorced,61787.0,0,0,2013-07-06,71,621,73,414,78,48,85,1,8,4,6,5,0,0,0,0,0,0,3,11,0,35,1319,19,0,0
10790,1985,PhD,Couple,18169.0,1,0,2013-02-19,40,9,0,5,0,0,7,1,1,0,2,8,0,0,0,0,0,0,3,11,0,37,21,4,0,1
10398,1981,2n Cycle,Single,24336.0,1,0,2012-08-27,82,1,6,2,8,2,12,1,1,0,2,7,0,0,0,0,0,0,3,11,0,41,31,4,0,1
2431,1990,Graduation,Couple,18222.0,0,0,2012-12-31,70,12,4,19,12,6,14,1,2,0,3,8,0,0,0,0,0,0,3,11,0,32,67,6,0,0
550,1952,Graduation,Divorced,62335.0,0,1,2013-05-23,87,243,131,217,85,6,26,2,3,3,13,2,0,0,0,0,0,0,3,11,0,70,708,21,0,1
1890,1971,2n Cycle,Couple,42033.0,1,1,2012-09-19,95,11,1,4,2,0,7,1,1,0,2,7,0,0,0,0,0,0,3,11,0,51,25,4,0,2
10742,1983,PhD,Couple,86580.0,0,0,2013-02-27,72,532,21,127,26,20,20,0,4,2,5,1,0,0,1,0,0,0,3,11,0,39,746,11,1,0
10356,1957,PhD,Divorced,41437.0,1,1,2012-09-22,5,29,0,2,0,0,1,1,1,0,3,7,0,0,0,0,0,0,3,11,0,65,32,5,0,2
4676,1951,Master,Widow,73705.0,0,2,2014-03-05,86,612,91,520,258,107,107,2,9,6,8,5,0,0,0,0,0,0,3,11,0,71,1695,25,0,2
8852,1976,Graduation,Couple,61064.0,0,1,2012-08-31,80,387,126,342,0,45,180,5,8,4,11,6,0,0,0,0,0,0,3,11,0,46,1080,28,0,1
3565,1955,Master,Couple,38452.0,1,1,2014-03-30,62,56,0,14,0,0,2,3,3,0,3,7,0,0,0,0,0,0,3,11,0,67,72,9,0,2
5294,1989,Graduation,Single,18358.0,1,0,2013-11-20,49,6,8,19,16,4,4,3,3,0,4,7,0,0,0,0,0,0,3,11,0,33,57,10,0,1
1958,1973,PhD,Couple,55012.0,0,1,2014-03-21,85,582,0,65,0,0,13,6,8,2,9,5,0,0,0,0,0,0,3,11,0,49,660,25,0,1
7349,1973,Basic,Couple,9722.0,1,0,2012-10-02,7,6,17,16,6,16,42,4,3,1,3,8,0,0,0,0,0,0,3,11,1,49,103,11,1,1
8799,1984,PhD,Couple,38175.0,1,0,2013-09-23,6,70,6,69,2,3,3,3,3,1,4,7,0,0,0,0,0,0,3,11,0,38,153,11,0,1
1351,1956,Master,Couple,58656.0,0,1,2012-09-20,25,962,12,194,16,24,12,4,7,8,13,6,0,0,1,0,0,0,3,11,0,66,1220,32,1,1
1045,1965,Graduation,Couple,52117.0,0,1,2012-08-16,55,112,10,107,30,0,20,2,5,2,4,7,0,0,0,0,0,0,3,11,0,57,279,13,0,1
7732,1978,Graduation,Couple,64813.0,1,0,2014-01-02,81,293,0,124,179,97,52,1,7,2,10,5,0,0,0,0,0,0,3,11,0,44,745,20,0,1
8070,1973,PhD,Couple,54222.0,0,1,2014-03-01,98,199,12,31,3,12,7,1,3,3,5,3,0,0,0,0,0,0,3,11,0,49,264,12,0,1
477,1986,Graduation,Couple,83512.0,0,0,2014-06-17,31,1060,61,835,80,20,101,1,4,7,10,1,1,0,1,1,1,0,3,11,1,36,2157,22,5,0
7832,1959,Master,Couple,77520.0,0,1,2013-08-28,30,940,44,396,0,88,58,1,8,7,7,4,1,0,1,1,0,0,3,11,1,63,1526,23,4,1
2202,1978,Graduation,Couple,41154.0,0,1,2013-04-09,98,44,2,11,2,3,7,1,1,0,4,5,0,0,0,0,0,0,3,11,0,44,69,6,0,1
7396,1966,Graduation,Couple,80398.0,0,0,2012-11-10,92,342,51,936,207,35,26,1,5,8,12,3,0,0,1,0,0,0,3,11,0,56,1597,26,1,0
4055,1992,Basic,Single,18746.0,1,0,2014-05-29,41,2,10,11,12,9,20,2,3,0,3,6,0,0,0,0,0,0,3,11,0,30,64,8,0,1
10340,1984,Graduation,Couple,35196.0,1,0,2012-11-13,68,75,12,141,43,39,187,6,6,1,5,8,0,0,0,0,0,0,3,11,0,38,497,18,0,1
10091,1956,Graduation,Single,60230.0,0,1,2013-05-20,78,520,20,367,39,81,40,2,6,3,6,5,0,0,0,0,0,0,3,11,0,66,1067,17,0,1
7629,1977,Graduation,Couple,22108.0,1,1,2014-05-08,46,5,3,9,6,2,6,2,2,0,3,7,0,0,0,0,0,0,3,11,0,45,31,7,0,2
10640,1974,Graduation,Couple,44392.0,1,1,2013-09-05,71,87,5,71,7,12,29,5,4,1,4,7,0,0,0,0,0,0,3,11,0,48,211,14,0,2
3498,1976,PhD,Couple,55424.0,0,1,2012-11-25,6,462,61,184,10,53,107,4,7,5,9,6,1,0,0,0,0,0,3,11,1,46,877,25,2,1
6742,1979,Graduation,Couple,17688.0,1,0,2013-01-13,82,2,2,1,3,1,2,1,1,0,2,8,0,0,0,0,0,1,3,11,0,43,11,4,0,1
1172,1983,PhD,Couple,92491.0,0,0,2013-05-01,71,979,44,935,29,25,22,1,7,5,12,3,0,1,1,1,0,0,3,11,1,39,2034,25,4,0
569,1991,Graduation,Single,90273.0,0,0,2013-12-14,32,704,129,853,120,74,111,1,5,6,7,2,0,1,1,1,0,0,3,11,1,31,1991,19,4,0
4686,1962,PhD,Widow,82571.0,0,0,2014-04-02,28,861,31,558,62,95,79,0,6,5,13,2,0,0,1,0,0,0,3,11,0,60,1686,24,1,0
1381,1982,PhD,Single,38513.0,1,0,2014-01-28,20,172,3,115,16,0,18,5,6,1,5,8,0,0,0,0,0,0,3,11,1,40,324,17,1,1
2634,1979,Master,Single,16653.0,1,0,2014-04-18,10,5,7,31,15,4,7,3,2,1,3,6,0,0,0,0,0,0,3,11,1,43,69,9,1,1
10905,1955,Graduation,Couple,42586.0,1,1,2012-10-29,7,194,2,56,0,0,0,5,4,1,6,8,0,0,0,0,0,0,3,11,1,67,252,16,1,2
1744,1965,Basic,Single,23529.0,0,1,2013-01-07,67,9,7,13,3,2,20,1,1,1,2,6,0,0,0,0,0,0,3,11,0,57,54,5,0,1
1000,1961,Master,Couple,74881.0,1,1,2013-03-08,48,505,72,270,36,27,54,4,9,2,12,5,0,0,0,0,0,0,3,11,0,61,964,27,0,2
3828,1951,Graduation,Couple,71107.0,0,1,2013-02-17,61,533,10,217,198,174,195,2,7,6,13,4,0,0,0,0,0,0,3,11,0,71,1327,28,0,1
8605,1964,PhD,Couple,46910.0,1,1,2014-03-23,36,48,0,14,0,0,6,2,2,0,3,6,0,0,0,0,0,0,3,11,0,58,68,7,0,2
10304,1959,Graduation,Couple,18690.0,0,0,2012-12-28,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,3,11,0,63,60,5,0,0
4351,1955,Graduation,Divorced,37244.0,1,1,2013-04-27,90,18,2,10,0,0,25,1,1,1,2,7,1,0,0,0,0,0,3,11,0,67,55,5,1,2
10129,1966,Graduation,Couple,82427.0,0,0,2014-03-12,35,482,147,509,104,107,107,1,3,5,12,1,0,0,1,0,0,0,3,11,0,56,1456,21,1,0
2499,1958,2n Cycle,Single,75342.0,0,1,2013-05-06,38,204,97,97,21,118,26,1,5,2,10,4,0,0,0,0,0,0,3,11,0,64,563,18,0,1
10092,1954,Graduation,Divorced,70044.0,0,1,2013-02-18,46,1073,0,250,153,14,14,4,7,10,5,5,0,0,0,0,0,0,3,11,0,68,1504,26,0,1
7500,1967,Graduation,Single,79146.0,1,1,2014-04-24,33,245,16,223,21,43,16,2,8,1,8,6,0,0,0,0,0,0,3,11,0,55,564,19,0,2
5796,1963,Graduation,Couple,77437.0,0,0,2013-11-26,70,560,21,442,29,44,29,1,4,5,13,1,0,0,1,0,0,0,3,11,0,59,1125,23,1,0
10556,1959,Graduation,Couple,54984.0,0,1,2014-05-24,51,173,13,131,32,3,6,4,6,1,6,7,0,0,0,1,0,0,3,11,0,63,358,17,1,1
1064,1971,PhD,Couple,42403.0,1,0,2013-12-11,18,22,1,11,0,5,3,1,1,0,3,8,0,0,0,0,0,0,3,11,0,51,42,5,0,1
48,1964,Graduation,Couple,55761.0,0,1,2014-04-24,97,136,1,12,0,3,32,2,4,1,3,6,0,1,0,0,0,0,3,11,0,58,184,10,1,1
7610,1983,Graduation,Couple,37292.0,1,0,2013-04-18,32,275,0,86,10,23,66,5,6,3,5,8,0,0,0,0,0,0,3,11,0,39,460,19,0,1
263,1945,PhD,Single,45576.0,0,0,2014-05-28,9,56,19,29,2,14,25,1,3,1,3,8,0,0,0,0,0,0,3,11,1,77,145,8,1,0
10814,1947,Graduation,Couple,70321.0,0,0,2013-01-16,6,303,23,751,82,26,191,1,6,5,13,4,0,0,0,0,0,0,3,11,1,75,1376,25,1,0
9710,1969,PhD,Divorced,58086.0,0,1,2013-01-20,80,708,7,62,0,0,15,2,11,3,7,8,0,0,0,0,0,0,3,11,0,53,792,23,0,1
9292,1952,Graduation,Couple,81795.0,0,0,2012-10-26,74,324,132,693,27,118,88,1,4,11,7,2,0,0,0,0,0,0,3,11,0,70,1382,23,0,0
10250,1947,Basic,Couple,28389.0,0,0,2012-11-20,49,1,5,3,7,4,8,1,1,0,2,7,0,0,0,0,0,0,3,11,0,75,28,4,0,0
7881,1946,Master,Couple,66835.0,0,0,2013-09-28,21,620,26,195,34,17,141,1,6,4,13,2,0,0,0,0,0,0,3,11,0,76,1033,24,0,0
5847,1969,Graduation,Divorced,69901.0,0,1,2013-05-29,95,312,21,206,102,92,149,3,7,3,10,5,0,0,0,0,0,0,3,11,0,53,882,23,0,1
737,1949,PhD,Couple,80360.0,0,0,2013-03-03,56,1493,86,454,112,43,43,2,4,4,5,2,0,1,1,1,0,0,3,11,0,73,2231,15,3,0
3571,1961,PhD,Couple,63342.0,0,1,2012-10-16,48,918,21,118,13,10,21,3,8,3,5,6,0,1,0,0,0,0,3,11,1,61,1101,19,2,1
7807,1974,Graduation,Couple,44989.0,0,1,2012-09-12,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,3,11,0,48,369,16,0,1
3878,1980,2n Cycle,Single,31859.0,1,0,2014-02-27,3,3,4,7,15,8,11,1,1,0,3,7,0,0,0,0,0,0,3,11,0,42,48,5,0,1
5092,1949,PhD,Widow,51569.0,0,1,2013-02-12,39,380,0,47,6,0,34,4,7,1,7,8,0,1,0,0,0,0,3,11,1,73,467,19,2,1
2154,1971,Graduation,Widow,30372.0,1,1,2012-12-25,33,15,0,12,7,3,7,3,2,0,3,7,0,0,0,0,0,0,3,11,0,51,44,8,0,2
5394,1979,Basic,Single,16014.0,1,1,2013-03-17,42,3,9,4,7,8,7,4,1,1,4,3,0,0,0,0,0,0,3,11,0,43,38,10,0,2
3798,1968,Graduation,Couple,41120.0,1,1,2013-11-06,80,24,2,23,0,8,24,3,2,1,3,6,0,0,0,0,0,0,3,11,0,54,81,9,0,2
3524,1971,Master,Single,39763.0,1,0,2013-08-04,9,80,1,60,4,6,16,2,5,1,2,9,0,0,0,0,0,0,3,11,1,51,167,10,1,1
5247,1955,PhD,Couple,38725.0,1,1,2014-05-10,52,31,0,6,2,1,5,2,1,0,4,4,0,0,0,0,0,0,3,11,0,67,45,7,0,2
5883,1972,Graduation,Couple,77981.0,1,0,2013-05-26,78,138,120,204,16,126,60,3,7,4,7,5,0,0,0,0,0,0,3,11,0,50,664,21,0,1
2118,1964,2n Cycle,Couple,62905.0,0,1,2013-09-10,68,166,75,96,119,107,59,3,7,2,8,4,0,0,0,0,0,0,3,11,0,58,622,20,0,1
8812,1979,2n Cycle,Divorced,13533.0,1,0,2013-03-10,45,12,3,8,8,0,17,2,2,0,3,7,0,0,0,0,0,0,3,11,0,43,48,7,0,1
6616,1975,Graduation,Couple,59481.0,0,1,2013-10-23,47,178,3,85,71,66,58,2,3,3,8,2,0,0,0,0,0,0,3,11,0,47,461,16,0,1
2797,1977,Graduation,Couple,72117.0,0,1,2013-08-20,34,707,20,171,65,60,50,1,9,7,9,5,0,0,0,0,0,0,3,11,0,45,1073,26,0,1
4328,1986,2n Cycle,Couple,21955.0,1,0,2013-09-07,81,5,1,7,17,14,11,2,2,1,3,6,0,0,0,0,0,0,3,11,0,36,55,8,0,1
9167,1956,Graduation,Couple,67131.0,0,1,2013-03-26,72,465,71,250,93,35,62,3,9,2,12,6,0,0,0,0,0,0,3,11,0,66,976,26,0,1
10560,1980,PhD,Single,36802.0,1,0,2014-06-16,23,16,1,2,0,0,1,1,1,0,3,5,0,0,0,0,0,0,3,11,0,42,20,5,0,1
2631,1982,Graduation,Couple,71853.0,0,0,2013-05-08,29,358,108,413,141,97,32,1,2,8,6,1,0,0,0,0,0,0,3,11,0,40,1149,17,0,0
8312,1961,Basic,Couple,28249.0,0,0,2014-06-15,80,1,9,7,2,14,10,1,2,0,3,6,0,0,0,0,0,0,3,11,0,61,43,6,0,0
5534,1975,Master,Couple,47808.0,0,1,2013-10-20,30,123,1,26,2,0,72,2,3,2,3,7,1,0,0,0,0,0,3,11,0,47,224,10,1,1
5093,1974,PhD,Divorced,25509.0,1,0,2012-09-18,15,40,3,30,10,7,11,3,3,0,3,9,0,0,0,0,0,0,3,11,1,48,101,9,1,1
7592,1946,PhD,Couple,51012.0,0,0,2013-04-18,86,102,9,63,2,9,24,1,4,1,4,6,0,0,0,0,0,0,3,11,0,76,209,10,0,0
8895,1985,Graduation,Single,70596.0,0,0,2012-10-05,68,347,44,534,17,0,26,1,3,5,12,2,0,0,0,0,0,0,3,11,0,37,968,21,0,0
8584,1952,PhD,Couple,85431.0,0,0,2013-06-08,54,376,53,462,168,53,53,1,2,7,7,0,0,0,0,0,0,0,3,11,0,70,1165,17,0,0
2694,1967,Graduation,Couple,42664.0,0,1,2014-03-18,44,21,0,3,0,0,0,1,1,0,3,6,0,0,0,0,0,0,3,11,0,55,24,5,0,1
8910,1955,Graduation,Couple,42586.0,1,1,2012-10-29,7,194,2,56,0,0,0,5,4,1,6,8,0,0,0,0,0,0,3,11,1,67,252,16,1,2
7433,1985,Graduation,Single,29760.0,1,0,2012-08-29,87,64,4,68,7,5,17,4,3,1,4,8,0,0,0,0,0,0,3,11,0,37,165,12,0,1
164,1977,PhD,Couple,28973.0,0,0,2012-10-13,59,206,0,46,3,2,12,2,5,1,5,8,0,0,0,0,0,0,3,11,0,45,269,13,0,0
10477,1973,PhD,Couple,39435.0,1,0,2013-08-06,16,71,0,18,0,0,13,1,3,1,2,7,0,0,0,0,0,0,3,11,0,49,102,7,0,1
2681,1984,2n Cycle,Couple,65370.0,0,0,2013-08-01,1,71,22,112,138,89,29,1,2,3,13,1,0,0,0,0,0,0,3,11,0,38,461,19,0,0
5150,1979,Basic,Single,20194.0,1,0,2012-12-17,64,0,4,7,11,10,15,2,2,0,3,6,0,0,0,0,0,0,3,11,0,43,47,7,0,1
5283,1976,PhD,Single,42473.0,1,1,2014-02-17,72,93,1,21,0,4,25,3,2,1,4,5,0,0,0,0,0,0,3,11,0,46,144,10,0,2
9645,1968,Graduation,Couple,64590.0,0,0,2012-10-14,98,920,138,168,36,46,30,1,9,4,10,6,0,0,0,0,0,0,3,11,0,54,1338,24,0,0
10678,1959,Graduation,Couple,71232.0,0,1,2013-11-28,91,653,17,170,34,26,17,2,11,2,10,7,0,0,0,0,0,0,3,11,0,63,917,25,0,1
7261,1971,Graduation,Couple,34600.0,1,1,2013-01-01,8,199,33,60,8,3,15,5,5,2,5,8,0,0,0,0,0,0,3,11,1,51,318,17,1,2
9648,1967,Graduation,Single,46904.0,1,1,2012-11-03,20,153,4,56,0,9,31,4,5,1,4,8,0,0,0,0,0,0,3,11,0,55,253,14,0,2
2870,1973,Graduation,Couple,49094.0,0,1,2012-09-21,6,376,0,38,11,8,69,5,6,3,6,6,0,0,0,0,0,0,3,11,0,49,502,20,0,1
8008,1983,Graduation,Couple,36075.0,1,0,2013-12-09,54,46,0,30,12,1,30,1,2,0,4,6,0,0,0,0,0,0,3,11,0,39,119,7,0,1
1513,1979,2n Cycle,Couple,60839.0,1,1,2012-08-28,72,600,21,128,223,150,128,13,2,2,12,8,0,0,0,0,0,0,3,11,0,43,1250,29,0,2
6173,1979,Graduation,Couple,77298.0,0,1,2013-11-02,46,425,115,292,23,35,79,1,6,6,11,3,0,0,0,0,0,0,3,11,0,43,969,24,0,1
1419,1950,Graduation,Couple,34026.0,1,1,2013-08-05,11,18,6,15,12,8,17,3,2,1,3,5,0,0,0,0,0,0,3,11,0,72,76,9,0,2
9150,1963,PhD,Single,48918.0,1,1,2014-04-12,21,52,0,9,0,0,1,2,1,0,4,4,0,0,0,0,0,0,3,11,0,59,62,7,0,2
7960,1962,2n Cycle,Couple,82122.0,0,0,2013-08-15,89,734,22,350,151,25,100,1,3,9,13,1,0,0,1,0,0,0,3,11,0,60,1382,26,1,0
1250,1976,Graduation,Single,37697.0,1,0,2014-02-07,82,34,6,21,11,4,8,1,2,1,3,6,0,0,0,0,0,0,3,11,0,46,84,7,0,1
9905,1952,Graduation,Couple,34074.0,1,1,2013-07-13,69,135,1,41,10,1,67,5,3,3,3,6,1,0,0,0,0,0,3,11,0,70,255,14,1,2
10691,1960,Master,Couple,28520.0,1,1,2013-06-14,55,11,0,10,0,2,20,1,1,1,2,6,0,0,0,0,0,0,3,11,0,62,43,5,0,2
7002,1955,Graduation,Single,62535.0,0,1,2013-10-03,13,163,48,90,0,45,52,1,3,2,8,3,0,0,0,0,0,0,3,11,0,67,398,14,0,1
2952,1977,Master,Single,36273.0,1,0,2014-04-16,80,29,3,30,3,2,9,2,3,0,3,6,0,0,0,0,0,0,3,11,0,45,76,8,0,1
8439,1964,Graduation,Couple,63404.0,0,2,2014-06-06,97,734,26,70,11,44,17,2,6,3,4,4,0,0,0,1,0,0,3,11,0,58,902,15,1,2
762,1981,2n Cycle,Couple,75774.0,1,0,2014-05-02,27,340,21,134,258,14,56,1,7,5,8,4,0,0,0,0,0,0,3,11,0,41,823,21,0,1
2831,1976,Graduation,Couple,78416.0,0,1,2014-06-27,99,453,38,279,188,38,183,2,7,7,10,3,0,0,0,0,0,0,3,11,0,46,1179,26,0,1
